Media Name;Date;Article Tittle;Article Media;Precise Quote;Link Article
;;;"Yes! We've gotten three music videos so far: ""Vampire,"" ""Bad Idea Right?,"" and ""Get Him Back!"" The ""Vampire"" music video emphasizes the scrutiny Olivia Rodrigo feels in the spotlight";;
;;;"The ""Bad Idea Right?"" music video totally feels like a scene out of Euphoria — which helps highlight how youthful and chaotic the song actually is. The music video for ""Get Him Back!"" is genius for one reason: by adding multiple Olivia's throughout the video, she highlights how it feels like there are multiple versions of herself because of how many different things she wants.";;
;;;"When did Guts come out?
Olivia Rodrigo's Guts dropped on September 8 and we cannot tell you how many time we've listened to the whole thing. When did Vampire come out?
""Vampire"" began streaming on all music platforms June 30, while the follow-up single ""bad idea right?"" was released on August 10.";;
;;;"Who is Olivia Rodrigo?  Olivia Rodrigo, 20, rose to fame during her role as Nini on High School Musical: The Musical: The Series. A talented singer and actress, Rodrigo was launched into the public spotlight thanks to Sour and fans' speculation that it touched on a suspected love triangle between her, her (now ex) BF and HSMTMTS co-star Joshua Bassett and singer Sabrina Carpenter.

While the public has (mostly) moved on from the rumors, Rodrigo’s talent shined and the singer sent TikTok spiraling with the release of “Driver's License,” followed by Sour in 2021. Today, the three-time Grammy winner is besties with pop culture power players Iris Apatow, Conan Grey, Billie Eilish, Selena Gomez, Taylor Swift, Charlie D’Amelio, Maddie Ziegler, and more. She's also shared the stage with celebrity icons such as Avril Lavigne, Paris Hilton, and Billy Joel.";;
Billboard;18 Maret 2024;Olivia Rodrigo’s Off-Stage Style Includes These Classic Jeans for Under $100;The 'Vampire' singer has been showing off her edgy style in denim jeans that are stylish and affordable.;;https://www.billboard.com/culture/product-recommendations/olivia-rodrigo-levis-jeans-buy-online-1235635671/
;;;"Olivia Rodrigo has been making headlines during her Guts world tour with the latest being her duet with special guest Sheryl Crow. Alongside her hypnotic vocals, the “Drivers License” singer has also been showing off some pop punk-inspired looks on and off the stage, including a couple pairs of Levi’s denim, now available for under $100.

Explore

Olivia Rodrigo
See latest videos, charts and news

It’s not uncommon to see Rodrigo sporting pleated skirts with her platform Doc Martens, but recently she’s been seen not once, but twice wearing Levi’s Ribcage Straight Ankle Jeans. The Grammy-winning artist opted for a dark indigo wash and faded black pair of the women’s jeans that are notably just $98 each.

";;
;;;Both pairs of jeans have highlighted a more relaxed, casual look for the “Lacy” singer rather than her usual Y2K edgy apparel. Case in point: Rodrigo opted to wear the faded black jeans for a monochromatic look that featured a black tank top, Adidas Samba OG sneakers and matching sunglasses during a bus event to promote her world tour on March 9, according to fashion blog Star Style.;;
;;;"Blue jeans are a staple piece to own and Rodrigo showed off her preference for the look in a TikTok transformation video that featured her going from pre-concert to stage-ready. The video was taken before night two of her Orlando stop on March 5 and included a dark wash version of the Levi’s jeans with a red vintage Häagen-Dazs T-shirt.

";;
Famale First;27 Juni 2025;"Disney to Glastonbury headliner - Olivia Rodrigo’s rise to fame
Katie Ransome recaps Olivia Rodrigo’s journey to now as she headlines this year’s Glastonbury Sunday.";Hailing from humble beginnings, Rodrigo first gained global recognition appearing in the series reboot of Disney’s High School Musical.;;https://www.femalefirst.co.uk/celebrities/disney-glastonbury-headliner-olivia-rodrigos-rise-fame-1421112.html
;;;"efore her music career, the young actress also starred in multiple American Girl Doll films - namely ‘Grace Stirs Up Success’ and ‘Molly: An American Girl on the Home Front’.

Aged out of child acting, Rodrigo switched focus to songwriting, signing with Geffen Records in 2021. 

Releasing her first single, ‘Driver’s License’, later that year proved to be the turning point in her rise to international stardom. 

Ranking number one on the US Billboard Hot 100 for eight weeks in a row, the tunes' relatable backstory of young love and heartbreak also canvassed Spotify, Apple and Amazon charts.

With the world in the midst of a global pandemic, Drivers License inevitably made its rounds onto social media platforms like TikTok, racking up hundreds of millions of fan reactions and recreations. 

Following ‘Drivers Licenses’ instant success, Rodrigo delivered a further three singles (‘Deja Vu’, ‘Good 4 u’ & ‘Like a damn sociopath'), culminating in the much anticipated release of her breakout album SOUR. ";;
;;;"An Album to Remember 
Upon its release, ‘SOUR’ received critical acclaim and went on to win several Grammy Awards during the event's 64th edition. 

The album's nods to vulnerability, Y2K aesthetics and sentimental discography ultimately led to its continued popularity years later. 

Despite a dream start on paper, rumours of copyright infringements emerged soon after the release of the album. 

Keen-eared listeners of ‘Deja Vu’ and ‘Good 4 u’ cited similarities in chords to pre-released songs from the likes of Taylor Swift, Hayley Williams and Paramore. 

Overcoming the critics, Rodrigo kicked off a sold-out tour of SOUR in 2022.

Spanning 2023 to this year (2025), Rodrigo has debuted a further barrage of content, including a new album, GUTS and singles ‘Vampire’ and ‘Bad idea right?’.

Set to become the festival’s second youngest headliner and first artist whose debut single was released the same decade as performing, Rodrigo will take to the infamous Pyramid Stage this Sunday from 9:45 pm.";;
L'Officiel ;17 April 2024;Why is Gen Z So Obsessed with Y2K Fashion?;"Nostalgia rules the fashion cycle but each generation is different; while Millennials hang onto '90s trends, Gen Z finds comfort in the not-too-distant styles of the early 2000s.";"Nostalgia rules the fashion cycle but each generation is different; while Millennials hang onto '90s trends, Gen Z finds comfort in the not-too-distant styles of the early 2000s.";https://www.lofficielusa.com/fashion/gen-z-y2k-millennial-90s-fashion-nostalgia
;;;"Born between 1997 and the early 2010s, Gen Z grew up with cell phone in hand, and have been quick to adapt to new technology and trends. The selfie generation, TikTok teens, or whatever you want to call them are accustomed to consuming entertainment, social media, fashion, and more at the push of a button.

In keeping with that sense of immediacy, young people celebrate and discard trends at lightning speed, further accelerating the cyclical nature of fashion. These days, microtrends emerge and fade in a matter of weeks, thanks to oversaturation on social media and fast fashion outlets. From off-the-shoulder tops to the mob wife aesthetic to all the ""-core"" trends—think cottagecore, cowboycore, and mermaidcore as recent examples—the influence of social media is more prevalent than ever in the way Gen Z shops and styles their clothing. ";;
;;;"That being said, the one trend that Gen Z hasn't been able to cast aside is the resurgence in Y2K fashion. With cargo pants, low-rise jeans, tracksuits, Ugg boots, headbands, and baby tees back in the wardrobes of Gen Z fashion enthusiasts across the globe, it's hard not to turn our eyes to the enduring influence of the 2000s.

While Y2K style elements trend on TikTok every so often, teens on the Internet aren't the only members of Gen Z looking to the past. Celebrities and style icons like Bella Hadid, Olivia Rodrigo, and Kaia Gerber have embraced the fashion looks of their childhoods and have served as Y2K style inspirations for fellow celebrities and their social media followers alike. Whether Gen Z is wearing dresses over jeans à la Miley Cyrus or reviving leopard print, there's no denying the continued interest in the fashion of the 2000s.";;
;;;"Just as Millenials have anchored their attention toward quintessential '90s styles, Gen Z has locked into a committed relationship with Y2K styles.

Both generations have latched onto their respective nostalgia-fuelled trends, displaying how vintage-inspired fashion and its celebration of the past have evolved into a source of escapism and comfort. For Millennials, who grew up in the wake of 9/11 and came of age during the 2008 Great Recession, looking back to their adolescence in the '90s and the aesthetic cues of those times offers a sense of familiarity as the world shifts uncertainly around them. Studies have shown that Millennials are particularly risk averse, and in the fashion realm, that means they would rather return to a tried and true trend, making the '90s era of minimalism a natural style choice.  

";"Just as Millenials have anchored their attention toward quintessential '90s styles, Gen Z has locked into a committed relationship with Y2K styles.

Both generations have latched onto their respective nostalgia-fuelled trends, displaying how vintage-inspired fashion and its celebration of the past have evolved into a source of escapism and comfort. For Millennials, who grew up in the wake of 9/11 and came of age during the 2008 Great Recession, looking back to their adolescence in the '90s and the aesthetic cues of those times offers a sense of familiarity as the world shifts uncertainly around them. Studies have shown that Millennials are particularly risk averse, and in the fashion realm, that means they would rather return to a tried and true trend, making the '90s era of minimalism a natural style choice.  

";
;;;"For over half a decade, '90s style has dominated runways. Hedi Slimane's Fall/Winter 2013 collection for Saint Laurent leaned into the moodiness of '90s youth culture. In 2018, Marc Jacobs reissued his Perry Ellis Grunge collection, and the next year, Versace brought back its bondage dresses. Now, up-and-comer Sandy Liang’s late ‘90s-inspired looks have officially made her a go-to cool-kid label. The decade that is characterized by grunge and minimalism is reflected in the street style of Millennial influencers.

On social media, the '90s also live on. Instagram archives of style and celebrities in the 1990s, like the @90sanxiety account, share 25-year-old images of Jennifer Lopez en route to the gym in typical '90s styles to 2.6 million followers. But as @90sanxiety grows in popularity among Millenials, another account is growing too. Following suit, @2000sanxiety has over 320,000 Instagram followers and counting. Y2K-era styles as originally worn by It Girls like Britney Spears, Devon Aoki, and Lindsey Lohan garner hundreds of thousands of likes. Thanks to accounts like this, old photos of the era's biggest celebrities have circulated the internet, ending up as style inspiration photos on Pinterest boards and TikTok slideshows of young Gen Z users across the world. 

";;
;;;"While Millennials may not want to don frosted eyeshadow and recreate high school yearbook photos, the aesthetic of the early aughts has found a home with Gen Z. Butterfly clips, velour sweatsuits, and tinted sunglasses are taking over TikTok. Dua Lipa—admittedly born one year too soon to technically be a member of Gen Z but a Gen Z icon nonetheless—has rocked bleached bangs reminiscent of Christina Aguilera’s chunky highlights.

Even aspects of the early 2000s scene kid look have returned. E-boys (and e-girls) are rocking painted nails, waffle-knit tees, and crop tops with such confidence that Celine named its Spring/Summer 2021 collection “The Dancing Kid” in their honor. Influencers like TaraYummy and Jake Webber reign supreme on TikTok and Youtube as the It Emo style icons to emulate, and indie sleaze styles have seen a renaissance on social media as the newest wave of cool-girl fashion.

Meanwhile, viewers can relive the awkwardness of middle school by streaming Hulu's popular Pen15, which follows two teens in the year 2000, complete with a number of the era's quintessential fashion moments, from pedal pushers and baby tees to cargo pants and bedazzling. While Millenials regard these looks as cringe-worthy, Gen Z has drawn inspiration from the polarizing fashion era. ";;
;;;Gen Z’s embrace of early 2000s style, however, is not just a case of looking to the past for aesthetic inspiration. For those that grew up on the edge of the pre-iPhone, pre-social media era, the early 2000s represent a nebulous period of barely memorable, blissful ignorance. When Kim Kardashian West is pictured on @90sanxiety, it's easy to marvel at the grainy, film-developed images. But when she's on @2000sanxiety, it's hard not to be amused at how recently she was Paris Hilton's sidekick. ;;
;;;"While personal memory drives a love for '90s fashion among Millennials, for Gen Z, it's more an appeal of aesthetic tastes.  for the younger generation, the ‘90s represents a far-off fashionable fantasy depicted only in film photos and polaroids, whereas the 2000s are a distant but recognizable reality.

Every generation faces new struggles, but the introduction of social media, the smartphone, video games that track your body, and other technology has dramatically changed the experience of childhood at an unprecedented and, frankly, terrifying rate since the late 1990s.";;
;;;In these tumultuous, ever-changing times, designers like Marine Serre, Balenciaga, and Gucci have used fashion to express a simultaneous nostalgia for the past and an escapist future. Gen Z’s incorporation of early 2000s pieces into their contemporary outfits represents a similar effort. Longing for the early 2000s is less about the social and political realities of the era, and more about the period presented in shows quite literally named The Simple Life. When the present seems scary, Gen Z returns to the comfort and simplicity of childhood or adolescent fashion as an homage to the easy euphoria of days long past, whether that looks like Y2K-esque loungewear or low-rise jeans. ;In these tumultuous, ever-changing times, designers like Marine Serre, Balenciaga, and Gucci have used fashion to express a simultaneous nostalgia for the past and an escapist future. Gen Z’s incorporation of early 2000s pieces into their contemporary outfits represents a similar effort. Longing for the early 2000s is less about the social and political realities of the era, and more about the period presented in shows quite literally named The Simple Life. When the present seems scary, Gen Z returns to the comfort and simplicity of childhood or adolescent fashion as an homage to the easy euphoria of days long past, whether that looks like Y2K-esque loungewear or low-rise jeans. ;
;;;"Today, Gen Z is known for valuing sustainability and social change, but for those without massive budgets, the perceived need to consume both ethically and quickly has led to a burgeoning online vintage and resale market, which is where the reign of second-hand shopping apps like Depop and Grailed come in. 

 90 percent percent of Depop’s users are under 26, and about one-third of people aged 16 to 24 in the UK use the app. ""Y2K"" has become a popular hashtag on Depop, indicating the established market for early 2000s trends. Dubbing the era Y2K—1999's infamous widespread panic over a digital apocalypse—feels like a coping mechanism for our current situation. The irony is, however, that Gen Z users claiming Y2K styles are too young to remember the genuine concern over the Y2K bug and the possibility of computers failing at the turn of the millennium–but they do remember the Juicy Couture tracksuits, low-rise denim, and bedazzling phenomenon that subsequently dominated fashion in the early 2000s. ";;
;;;Thrifting culture has also run rampant among the younger generation, as seen through an influx of vintage store hauls on Instagram and TikToks posted by teenagers chronicling hangout sessions at second-hand shops. While Millenials and Gen X women are eager to cast aside their polarizing 2000s pieces, Gen Z is eager to give them a new home in their own wardrobes. Low-rise jeans, baby tees—sometimes sourced straight from the children's section—and micro skirts are all particularly sought-after pieces these days, and while some Gen Zers opt to shop new, revamped Y2K styles, others seek the aisles of thrift stores for their 2000s fashion fix. After all, where better to seek affordable, sustainable looks? ;;
;;;"Olivia Rodrigo and Bella Hadid in New York City in December 2023. Photos courtesy of Getty Images.
Gen Z fashion icons like Bella Hadid and Olivia Rodrigo have also demonstrated that the Y2K revival isn't just occurring in online spaces. Both regularly sport Y2K looks like the thick jersey headband, low-rise jeans, and crop tops, making headlines with their early aughts fashion choices with every new street style look. 

Nostalgia-induced fashion is not by any means a new phenomenon—think the cyclical fashion phenomenon—but Gen Z’s growing fascination with the early 2000s is more than just a case of everything old becoming new again. Hidden beneath our love of belly chains, terry cloth, and velour is a yearning for a time when the biggest threat of the era ended up being nothing at all. While it may appear a unique case, the obsession with Y2K fashion is not at all unlike the Millennial obsession with the ‘90s, or even Tom Ford’s love of the sensual elements of the ‘70s.";"Olivia Rodrigo and Bella Hadid in New York City in December 2023. Photos courtesy of Getty Images.
Gen Z fashion icons like Bella Hadid and Olivia Rodrigo have also demonstrated that the Y2K revival isn't just occurring in online spaces. Both regularly sport Y2K looks like the thick jersey headband, low-rise jeans, and crop tops, making headlines with their early aughts fashion choices with every new street style look. 

Nostalgia-induced fashion is not by any means a new phenomenon—think the cyclical fashion phenomenon—but Gen Z’s growing fascination with the early 2000s is more than just a case of everything old becoming new again. Hidden beneath our love of belly chains, terry cloth, and velour is a yearning for a time when the biggest threat of the era ended up being nothing at all. While it may appear a unique case, the obsession with Y2K fashion is not at all unlike the Millennial obsession with the ‘90s, or even Tom Ford’s love of the sensual elements of the ‘70s.";
;;;There's no denying that the 2020s have been a collective period of chaos, what with the upcoming U.S. election, the COVID-19 pandemic, and the climate change crisis, and with all the disorder and confusion that adulthood has brought Gen Z, it’s hard not to wish for the not-too-distant days when adolescence and early adulthood were all about going to the mall.;;
AOL;16 November 2024;Olivia Rodrigo’s Exposed Bejeweled G-String Is Straight Out of the ‘00s;"Showing the straps of your underwear beneath a put-together outfit sounds like it should be a fashion faux pas. And yet, there was nothing chicer in the noughties than exposing your thong. Wearing the spaghetti-thin straps of your G-string (yes, it had to be a G-string; Brazilian undies wouldn’t have achieved the same ~lewk~) high up on your hips so they sat above the low-rise waistband of your skirts, jeans, and Juicy Couture velour sweatpants were the very definition of peak Y2K style.

If the above triggers post-traumatic stress-inducing flashbacks, we suggest you stop reading now because Olivia Rodrigo has recreated this exact trend in her latest outfit. Stepping out at the Billboard Live Music Summit in Hollywood last night (November 14), the artist repped an ensemble that was straight out of the ‘00s. Obvi, of course, the entire thing is kinda ironic given the 21-year-old was just a bb at the height of the exposed thong’s sartorial reign.";;https://www.aol.com/lifestyle/olivia-rodrigo-exposed-bejeweled-g-173000928.html
;;;Donning a cropped black tank top that featured double shoulder straps with buckle decoration and a pale blue metallic knee-length skirt, the straps of Olivia’s black G-string thong were clearly visible over the waistband of her pencil skirt. Crystal-embellished buckle straps adorning each side strap drew further attention to her underwear. Peep the bejeweled detailing for yourself:;;
;;;"In addition to nailing the Y2K trend, the musician’s blingy thong also perfectly coordinated with her silver stud earrings, which were enhanced with additional sparkle. Black square-toe satin Mary Jane heels completed the entire look and lended a further retro feel.

";;
;;;"It’s the latest throwback look from Olivia, who recently wore a ‘90s black lace knit gown and a red patent leather lace-up mini. TL;DR: It’s safe to say we’re loving her style *so* much RN.";;
Heat World;3 Maret 2024;The best Olivia Rodrigo-inspired outfits to wear to the Guts tour this month;"If you are a certified Olivianator, or have an Olivianator in your life, you'll no doubt have heard endlessly about Olivia Rodrigo's upcoming European tour. If you managed to bag yourself a ticket, well, good 4 u (see what we did there). Next in order of priority? Being on the lookout for a snazzy Olivia Rodrigo Guts Tour outfit to rock out in style.

Olivia Rodrigo's Guts era has embodied the return of the pop-punk princess, and all of us late '90s/early noughties babies are here for it. Grunge fashion, plaid print, mesh, layered jewellery, e-girl aesthetics, mini skirts - the whole nine yards. Teenage angst personified in an edgy graphic tee. Gosh, we are so happy this aesthetic is back for 2024, and we've got Rodrigo to thank.";;https://heatworld.com/shopping/fashion/olivia-rodrigo-outfits-tour/
;;;As well as Olivia Rodrigo Guts merch that you can wear with pride on the tour, we've got skirts, dresses, shoes and jewellery that you can combine together to create something Rodrigo-ready. Plus, your wardrobe will be all the better for it, as noughties Y2K fashion trends continue to dominate the cultural landscape in 2024. This is definitely not a Bad Idea - Right?;;
Cosmopolitan;9 Juni 2025;"All the Highlights From Governors Ball 2025 Made It the Must-See Music Fest
The 15th anniversary of NYC’s beloved music fest was one for the books.";"As the temps start rising into a blistering summer heat and our speakers turn up a few decibels, that can only mean one thing: festival season is officially upon us. Whether you hit the grounds to discover new artists, try some next-level bites, or pull up in your best outfits, music festivals are the best place to hang out and build a community. All of the above were accomplished at New York City’s very own Governors Ball, as its return to Flushing Meadows Corona Park marked its 15th anniversary and gave us an extra reason to pull up and celebrate.

The festival felt like a perfectly curated soundtrack to our summer—with headliners like Tyler, the Creator; Olivia Rodrigo; and Hozier offering set after set of jaw-dropping energy. Even with weather delays smack in the middle of the festival, crowds formed for their fave artists, and every genre found its spotlight: T?Pain brought on some Y2K nostalgia, Clairo serenaded festivalgoers in the soft rain, and indie’s rising star Mk.gee stole the hearts of newfound fans. Whether you were vibing through Benson Boone’s backflips or bouncing with The Beaches, the energy was seriously contagious.";"As the temps start rising into a blistering summer heat and our speakers turn up a few decibels, that can only mean one thing: festival season is officially upon us. Whether you hit the grounds to discover new artists, try some next-level bites, or pull up in your best outfits, music festivals are the best place to hang out and build a community. All of the above were accomplished at New York City’s very own Governors Ball, as its return to Flushing Meadows Corona Park marked its 15th anniversary and gave us an extra reason to pull up and celebrate.

The festival felt like a perfectly curated soundtrack to our summer—with headliners like Tyler, the Creator; Olivia Rodrigo; and Hozier offering set after set of jaw-dropping energy. Even with weather delays smack in the middle of the festival, crowds formed for their fave artists, and every genre found its spotlight: T?Pain brought on some Y2K nostalgia, Clairo serenaded festivalgoers in the soft rain, and indie’s rising star Mk.gee stole the hearts of newfound fans. Whether you were vibing through Benson Boone’s backflips or bouncing with The Beaches, the energy was seriously contagious.";https://www.cosmopolitan.com/entertainment/music/g64983848/best-governors-ball-performances-2025/
;;;It’s no wonder Gov Ball has been New York’s must-see festival for 15 unstoppable years, and of course, some of Cosmo’s editors were on the grounds to witness it all and gush about the best sets from Gov Ball’s 2025 lineup.;;
;;;"Olivia Rodrigo
“There was a moment I stood surrounded by a collection of the most frustrated, piercing screams I’d ever heard in real life. Don’t get me wrong, there were cathartic moments throughout Olivia Rodrigo’s entire set. She performed all of her modern classics, from the self-effacing ones (“ballad “of a homeschooled girl”) to the gut-wrenchingly and transparently heartbroken ones (“enough for you”), that have granted her hitmaker status. But it was during “all-american bitch,” when Olivia demanded that thousands of Gov Ball festival attendees let out their worst, most authentic screams, that we were all confronted with the true power of her artistry. Olivia allows you to acknowledge, and sometimes indulge, your pettiest thoughts and most insecure behaviors. The ones that the rest of us might be too scared to address, but she’s often brave enough to immortalize in her music. The screams I heard that night were all the sign I needed that she’s an artist with something to say, and one who’s definitely being heard.”";;
;;;"Conan Gray
“Aside from the fact that getting to see BFFs Conan and Olivia Rodrigo play on the same day was the sweetest experience, Conan Gray’s set at Gov Ball was like sailing on the ultimate voyage. The crowd was packed as new and old fans gathered to sing along to some of his greatest hits. But one of the major highlights was hearing his cover of Dolly Parton’s ‘Jolene,’ adding a new kind of layer to the old track when sung by an icon like Conan. The crowd got deep into his set then, and it was smooth sailing from there!” —TF";;
Pop Sugar;29 Februari 2024;"What to Wear to Olivia Rodrigo's ""Guts"" Tour — a Complete Guide";"After months of anticipation, Olivia Rodrigo's's ""Guts"" World Tour officially kicks off today, Feb. 23. Fans of the pop-rock princess have been prepping for the spectacle over the last few months by doing what they do best — religiously memorizing lyrics (or just scream-singing ""get him back!"" in the car), filming TikTok videos of their battle to actually nab a pair of tickets, and, of course, brainstorming outfit ideas for what's bound to be one of the most high-energy, Y2K-centric concerts this decade.

ICYMI: Rodrigo released her second studio album, ""Guts,"" last fall, which served as a follow-up to her critically acclaimed first record, ""Sour."" The album played into many of the same pop-rock sensibilities that made the musician's debut such a hit, with punk instrumentals and melodies inspired by bands like Paramore, teamed with the same thoughtful, heart-wrenching lyricism that mirrors artists like Taylor Swift. Rodrigo has managed to build an entire brand around her unique sound, even further elevating her image through her personal style choices — most of which pay homage to the fashion trends of the early aughts via cropped graphic tees, platform Mary Janes, pleated miniskirts, and the occasional mesh piece or two.";;https://www.popsugar.com/fashion/what-to-wear-to-a-olivia-rodrigo-concert-49311969
;;;"Whether you've already got your hands on a pair of tickets to Rodrigo's ""Guts"" World Tour or you're simply trying to infuse more of the pop princess's edgy style into your own wardrobe, we went ahead and curated a guide filled with the best concert outfit ideas — all inspired by Rodrigo herself. From plaid mini dresses that feel like they're straight out of the ""Clueless"" wardrobe and baggy cargo pants to colorful candy necklaces and denim handbags that just scream '90s, these concert outfit ideas will give you deja vu of the musician's past outfits — and get you seriously excited for her upcoming tour in the process. Keep reading to shop our picks for the best Olivia Rodrigo concert outfits that you can wear to the show and well after her concert is over, too.";;
;;;Purple has been the color of choice for Rodrigo's past two albums, so it only feels right that you channel the same color scheme at her upcoming world tour. We love the preppy vibes emanating from this pleated miniskirt — pair it with a cropped tee and combat boots for a truly statement-making look.;;
;;;Rodrigo has made her love for Mary Janes and platform loafers well known over the years, often styling the shoe with a pair of waffle ankle socks to match. These chunky shoes will make the perfect addition to any outfit and even give you a little extra height to see over the person in front of you at the concert.;;
;;;"Skip the merchandise line at the actual show and opt for this stylish graphic tee instead. The T-shirt features Rodrigo's iconic ""Guts"" album visuals across the front, along with the name of the actual tour.";;
;;;"While ""Sour"" might have been the name of Rodrigo's debut record, there were still plenty of sweet vibes tied into the ballads of the album — not to mention that the musician famously had candy stuck to her tongue in the album cover. This necklace is a step up from the traditional candy shop necklace but with a similar aesthetic that feels so on theme with Rodrigo's teenage-driven tunes.";;
;;;While Rodrigo tends to lean into moodier color palettes with darker tones like black, deep purple, and even red, she has been known to rock a metallic pant on occasion — and this high-waisted style is one of our personal favorites. We'd style this with a graphic tee and chunky loafers for the ultimate punk look.;;
;;;Love 'em or hate 'em, cargo pants have made their return to mainstream fashion — and as far as we can tell, Rodrigo is completely on board with their resurgence. Whether you're styling these khaki cargo pants with a cropped T-shirt or bodysuit, they're bound to go with everything in your closet.;;
Pop Sugar;10 Juni 2024;"Olivia Rodrigo's Hairstylist Gave Me an Epic ""Guts"" Makeover";"Nothing stokes a wave of Y2K nostalgia quite like a trip down Olivia Rodrigo's discography, but it's her accompanying hairstyles that are the retro exclamation point. Baby bangs! Space buns! Colorful barrettes, butterfly clips, and other whimsical accoutrements! All evoke the early millennia, and all come courtesy of Clayton Hawkins, the star's longtime hairstylist.

My own aesthetic in the early aughts (and much to my parents' disdain) leaned more Avril Lavigne from ""Sk8er Boi"" — as in, heavy eyeliner, yes; so much as brushing my hair? No — so last place I expected to find myself was in Hawkins chair, kindly requesting the Olivia Rodrigo special from the man behind all her looks. When in Rome or whatever.";"Nothing stokes a wave of Y2K nostalgia quite like a trip down Olivia Rodrigo's discography, but it's her accompanying hairstyles that are the retro exclamation point. Baby bangs! Space buns! Colorful barrettes, butterfly clips, and other whimsical accoutrements! All evoke the early millennia, and all come courtesy of Clayton Hawkins, the star's longtime hairstylist.

My own aesthetic in the early aughts (and much to my parents' disdain) leaned more Avril Lavigne from ""Sk8er Boi"" — as in, heavy eyeliner, yes; so much as brushing my hair? No — so last place I expected to find myself was in Hawkins chair, kindly requesting the Olivia Rodrigo special from the man behind all her looks. When in Rome or whatever.";https://www.popsugar.com/beauty/olivia-rodrigo-hairstyle-tutorial-49364080
;;;"To bring me into my ""Guts"" era, I asked him to recreate the pop star's signature hairstyle: soft waves and face-framing baby braids (as seen in Rodrigo's ""Obsessed"" music video below). It wouldn't be easy, considering my hair is currently lobbed at bob length and I haven't gotten braids since the first stop in my family cruise vacation at 12 years old. Luckily, Hawkins was up for the task and, ever the consummate professional, goes nowhere without an extra set of extensions.

Keep reading for the step-by-step breakdown of my Olivia Rodrigo makeover, with a few hair tips along the way.";;
Yahoo Entertainment;23 Maret 2024;Olivia Rodrigo Just Debuted Her Shortest Bangs “Ever ”in 'Obsessed' Music Video: See the Transformation;"Olivia Rodrigo is a grungy rockstar pageant queen in her newest music.

On Friday, the Grammy-winning singer, 21, released the visuals for her new GUTS track “Obsessed,” and it’s inspiring us to do the one thing the hair pros advise to never do: cut our own bangs.

Since breaking out on the music scene with Sour, Rodrigo has experimented with lots of Y2K fashion, but when it comes to her hair, she’s been, for the most part, consistent with her brunette middle-parted waves — until now.";;https://www.yahoo.com/entertainment/olivia-rodrigo-just-debuted-her-174945489.html
;;;In the video, she rocks choppy pixie bangs that instantly transform her into a punk princess. Celebrity hairstylist Clayton Hawkins styled Rodrigo’s asymmetrical fringe (which is most likely a clip-in) with softer long bohemian ‘70s waves and two face-framing braids. The singer also rocks out in a gothic off-the-shoulder black prom dress with a sheer overlay, loafers with socks and a “Miss Right Now” sash as she moodily croons about her boyfriend's exes plaguing her every thought.;;
;;;This wouldn't be the first time Rodrigo has worn bangs. At the 2023 Met Gala, she appeared on the red carpet wearing a bun with a blunt Old Hollywood side-swept fringe in the style of Audrey Hepburn’s signature ‘do. She further honored that year’s Karl Lagerfeld-dedicated theme with a black-and-white striped gown by Thom Browne. The design also featured distressed fringe detailing on the bottom of the skirt and rosette adornments.;;
teen VOGUE;29 April 2025;"Olivia Rodrigo's Met Gala Looks Through The Years — See Photos
From her debut in 2021 to today.";"Olivia Rodrigo's Met Gala debut might have only just happened in 2021, but she has been carving out her signature style at the event ever since.

Mirroring her ascension to pop stardom, Olivia Rodrigo has quickly risen as one to watch in the fashion sphere, both on and off the stage. The musician is known to favor Y2K-inspired aesthetics, leaning heavily on simple outfit formulas but with a clear edge, often playing with textures with plaids, rhinestones, satins, and more.";;https://www.teenvogue.com/gallery/olivia-rodrigo-met-gala-looks-through-the-years
;;;"Of course, Olivia Rodrigo's red carpet outings take things up a notch. Last year, she wowed everyone with an archival Gianni Versace gown from 1995 at the 2024 Grammys and a killer Alaïa dress for her birthday. It has indeed been a momentous year for Rodrigo, full of red carpet feats. She wore a bodycon cut-out halter dress on the Grammys 2025 red carpet. For the Vanity Fair Oscars party, she wore a fitted black leather sweetheart neckline mermaid dress. It seems she's leaning into a sleeker style, courtesy of a very talented seamstress, fitting for this year's “Tailored for You” theme. So, she potentially could be one to watch for on the Met Gala 2025 red carpet if she were to attend. And perhaps she would be alongside Louis Partridge this year.

Only time will tell. As we wait to see if she'll ascend the steps of the Met this year, let's revisit Olivia Rodrigo's Met Gala looks from 2021 to 2023, in chronological order, below:

";;
;;;"Olivia Rodrigo at the Met Gala 2021
The only Met Gala that has not happened on the first Monday of May (due to delayed caused by the COVID-19 pandemic) was Olivia Rodrigo's first one. With the theme “In America: A Lexicon of Fashion,” Rodrigo attended the event with Saint Laurent alongside BLACKPINK's Rosé and was outfitted in an all-black lace bodysuit from the maison.";;
;;;"Olivia Rodrigo at the Met Gala 2022
For the continuation of her first Met, with the theme ""In America: An Anthology of Fashion,"" Rodrigo stunned in a Versace ensemble in her trademark purple color. Her dress and shoes were covered in sparkles and she accessorized with butterflies behind her ears and sheer opera gloves.";;
;;;"Olivia Rodrigo at the Met Gala 2023
Rodrigo channeled her inner Audrey Hepburn for the Met Gala 2023, which had the theme “Karl Lagerfeld: A Line of Beauty.” It was only her third time at the event, but she took the crown as one the few celebs who managed to nail the theme in a black and white frilly Thom Browne gown that, honestly, screamed Chanel.";;
